기업명,코드,업종,15회업종분류,"규모
코드","내부
지분율
(4)","전문경영인정도
(3)","소비성
지출
(3)","위험성
(5)","관계사
출자
(3)","관계사
지급보증
(2)","건전성
(20점)","공정거래1
(1)","공정거래2
(2)","불성실
공시
(2)","
사업
보고서 
적정성
(2)","사외이사비율
(2)","사외이사의이사회
참여
(2)","공정성
(11점)","장애인
고용비율
(2)","여성
채용비율
(2)","기부금
(3)","사회봉사
기여도
(7)","공산품사후봉사
우수기업인증
(2)","품질
관련인증
(3)","광고비
과다지출
(2)","소비자보호만족도
총점
(7)","환경
회계공시
(2)","에너지
효율
(2)","환경관련인증 
및 수상
(3)","수,대,특 
오염실태(3)","환경보호만족도
총점
(10)","작업장
보건
안전인증(2)","1인당
교육훈련비
(2)","교육훈련비
증가율
(2)","임금
보상체계
(2)","복지후생
(2)","종업원
만족도
총점
(10)","연구개발지출
(제조2점/
비제조3점)","특허및장영실상
(제조1점)","수익성
(1)","성장성
(1)","설비투자
(제조1점)","고용인력
증가율
(비제조1점)","조세납부
(제조1점,
비제조2점)","배당성향
(1)","노동생산성
증가율
(1)","수출비중
(제조1점)","경제발전
기여도
(10)","정량평가
총점
(75)"
고려제강,' 02240,제1차금속산업,금속/비금속/화학업,1 ,1.50 ,2.10 ,2.10 ,5.00 ,1.65 ,1.10 ,13.45 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,1.50 ,8.85 ,2.00 ,0.50 ,0.87 ,3.37 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,2.00 ,0.98 ,0.80 ,0.73 ,5.00 ,1.40 ,0.25 ,0.43 ,0.26 ,1.00 ,,0.43 ,0.26 ,0.45 ,0.85 ,5.34 ,44.96 
코오롱건설,' 03070,종합건설업,비제조/서비스업,1 ,2.90 ,2.55 ,2.55 ,2.75 ,1.65 ,1.70 ,14.10 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,1.50 ,8.25 ,0.50 ,0.80 ,1.80 ,3.10 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,2.00 ,0.89 ,1.27 ,1.09 ,5.75 ,1.65 ,,0.25 ,0.26 ,,0.85 ,0.60 ,0.25 ,0.48 ,,4.34 ,44.94 
한섬,' 20000,의복제조업,식약/섬유/종이업,1 ,2.89 ,1.65 ,3.00 ,5.00 ,2.10 ,1.70 ,16.34 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,0.50 ,0.50 ,3.00 ,4.00 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.73 ,1.13 ,1.09 ,0.70 ,4.15 ,0.50 ,0.25 ,0.62 ,0.26 ,0.27 ,,0.67 ,0.27 ,0.56 ,0.25 ,3.64 ,44.93 
동양백화점,' 27390,소매업,비제조/서비스업,2 ,1.45 ,2.55 ,3.00 ,4.25 ,2.55 ,1.70 ,15.50 ,0.55 ,1.10 ,1.70 ,2.00 ,0.50 ,2.00 ,7.85 ,0.92 ,0.50 ,1.72 ,3.14 ,1.70 ,0.75 ,1.00 ,3.45 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,2.00 ,1.06 ,1.69 ,1.24 ,6.49 ,0.75 ,,0.44 ,0.26 ,,0.25 ,0.50 ,0.30 ,0.50 ,,3.00 ,44.92 
동국실업,' 01620,자동차제조,전기전자/기계업,3 ,3.01 ,2.10 ,2.55 ,4.25 ,1.20 ,1.70 ,14.81 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,1.19 ,0.80 ,0.75 ,2.74 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.28 ,1.38 ,1.48 ,0.86 ,5.50 ,1.40 ,0.40 ,0.28 ,0.26 ,1.00 ,,0.27 ,0.36 ,0.36 ,0.70 ,5.03 ,44.88 
영보화학,' 14440,고무제품제조,금속/비금속/화학업,3 ,1.79 ,2.55 ,1.65 ,5.00 ,2.10 ,1.70 ,14.79 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,0.50 ,7.45 ,1.00 ,0.50 ,0.92 ,2.42 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,1.96 ,1.16 ,1.23 ,0.74 ,5.60 ,1.40 ,0.40 ,0.45 ,0.26 ,1.00 ,,0.42 ,0.31 ,0.42 ,0.55 ,5.21 ,44.87 
한일이화,' 07860,자동차제조,전기전자/기계업,1 ,2.79 ,2.55 ,3.00 ,3.50 ,1.65 ,0.80 ,14.29 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,2.00 ,0.50 ,1.17 ,3.67 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,1.12 ,1.10 ,2.00 ,0.50 ,5.22 ,0.50 ,0.85 ,0.67 ,0.26 ,0.83 ,,0.27 ,0.28 ,0.52 ,0.85 ,5.03 ,44.86 
극동도시가스,' 15360,전기가스증기업,비제조/서비스업,1 ,2.66 ,2.10 ,3.00 ,3.50 ,2.55 ,1.70 ,15.51 ,0.85 ,1.70 ,1.70 ,1.60 ,1.50 ,2.00 ,9.35 ,1.00 ,0.50 ,0.82 ,2.32 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.92 ,1.37 ,1.20 ,5.99 ,0.75 ,,0.46 ,0.26 ,,0.70 ,0.64 ,0.31 ,0.48 ,,3.60 ,44.84 
한일건설,' 06440,종합건설업,비제조/서비스업,1 ,1.66 ,2.55 ,3.00 ,5.00 ,2.10 ,1.10 ,15.41 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,0.50 ,0.50 ,0.76 ,1.76 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,2.00 ,1.16 ,1.84 ,0.57 ,6.07 ,0.75 ,,0.80 ,0.26 ,,0.85 ,0.85 ,0.28 ,0.54 ,,4.33 ,44.82 
코오롱유화,' 11020,화학제품제조업,금속/비금속/화학업,1 ,3.23 ,2.55 ,2.10 ,3.50 ,1.65 ,1.40 ,14.43 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,1.10 ,7.45 ,0.50 ,0.50 ,1.08 ,2.08 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,1.50 ,2.00 ,0.76 ,0.90 ,0.84 ,6.00 ,1.40 ,0.55 ,0.44 ,0.26 ,1.00 ,,0.36 ,0.28 ,0.44 ,0.70 ,5.43 ,44.79 
범양건영,' 02410,종합건설업,비제조/서비스업,2 ,2.98 ,2.10 ,3.00 ,4.25 ,2.10 ,1.70 ,16.13 ,0.85 ,1.70 ,1.10 ,1.60 ,1.10 ,0.50 ,6.85 ,1.19 ,0.50 ,0.92 ,2.61 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,1.58 ,1.30 ,1.86 ,0.50 ,5.75 ,1.65 ,,0.49 ,0.26 ,,0.25 ,0.96 ,0.26 ,0.39 ,,4.25 ,44.79 
태원물산,' 01420,비금속광물제조업,금속/비금속/화학업,3 ,2.95 ,1.65 ,3.00 ,5.00 ,2.55 ,1.70 ,16.85 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.19 ,0.50 ,0.88 ,2.57 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,0.59 ,0.98 ,1.22 ,0.75 ,4.05 ,0.80 ,0.25 ,0.34 ,0.26 ,1.00 ,,0.25 ,0.27 ,0.35 ,0.55 ,4.07 ,44.78 
삼성출판사,' 68290,출판물제조,식약/섬유/종이업,3 ,1.75 ,2.10 ,3.00 ,5.00 ,1.65 ,1.70 ,15.20 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,1.10 ,8.05 ,1.19 ,1.70 ,2.14 ,5.03 ,1.00 ,0.75 ,0.50 ,2.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.84 ,1.20 ,1.06 ,5.60 ,0.50 ,0.55 ,0.61 ,0.26 ,0.27 ,,0.60 ,0.28 ,0.51 ,0.25 ,3.84 ,44.76 
SJM,' 25530,자동차제조,전기전자/기계업,2 ,2.33 ,1.65 ,2.55 ,5.00 ,2.10 ,1.70 ,15.33 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,2.00 ,0.50 ,0.94 ,3.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.11 ,1.78 ,0.99 ,0.50 ,4.88 ,1.70 ,0.25 ,0.54 ,0.26 ,0.98 ,,0.50 ,0.30 ,0.40 ,0.85 ,5.79 ,44.74 
무학주정,' 23150,음식료품제조업,식약/섬유/종이업,3 ,2.14 ,1.65 ,2.10 ,2.75 ,2.10 ,1.10 ,11.84 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,1.19 ,0.50 ,3.00 ,4.69 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,1.40 ,0.75 ,2.10 ,5.95 ,0.50 ,2.00 ,2.00 ,0.70 ,0.66 ,5.86 ,0.50 ,0.25 ,0.64 ,0.26 ,1.00 ,,0.62 ,0.28 ,0.56 ,0.25 ,4.35 ,44.70 
케이피케미칼,' 64420,화학제품제조업,금속/비금속/화학업,1 ,2.19 ,2.55 ,3.00 ,2.00 ,2.10 ,1.70 ,13.54 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,1.48 ,0.50 ,0.87 ,2.85 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,1.50 ,2.00 ,1.00 ,0.50 ,0.53 ,5.53 ,0.80 ,0.25 ,0.64 ,0.26 ,1.00 ,,0.44 ,0.25 ,0.58 ,0.85 ,5.07 ,44.70 
화성산업,' 02460,소매업,비제조/서비스업,1 ,2.30 ,2.10 ,3.00 ,4.25 ,2.55 ,1.40 ,15.60 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,0.50 ,7.45 ,0.87 ,0.50 ,2.95 ,4.32 ,1.00 ,1.20 ,1.00 ,3.20 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.87 ,1.43 ,0.90 ,5.70 ,1.20 ,,0.46 ,0.26 ,,0.25 ,0.68 ,0.27 ,0.48 ,,3.60 ,44.67 
현대백화점,' 69960,소매업,비제조/서비스업,1 ,2.70 ,2.55 ,3.00 ,4.25 ,1.20 ,1.70 ,15.40 ,0.55 ,1.10 ,1.70 ,2.00 ,0.50 ,1.50 ,7.35 ,0.59 ,0.50 ,1.37 ,2.46 ,1.70 ,1.20 ,1.00 ,3.90 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,2.00 ,0.84 ,1.71 ,1.59 ,6.64 ,0.75 ,,0.49 ,0.26 ,,0.25 ,0.81 ,0.28 ,0.55 ,,3.39 ,44.64 
한국제지,' 02300,종이제품제조,식약/섬유/종이업,1 ,2.50 ,2.10 ,2.10 ,3.50 ,2.10 ,1.70 ,14.00 ,0.55 ,1.10 ,1.70 ,2.00 ,0.50 ,1.10 ,6.95 ,1.33 ,0.50 ,3.00 ,4.83 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,1.40 ,0.75 ,2.10 ,5.95 ,0.50 ,2.00 ,0.79 ,0.64 ,0.60 ,4.54 ,0.80 ,0.25 ,0.48 ,0.26 ,1.00 ,,0.41 ,0.28 ,0.45 ,0.70 ,4.63 ,44.60 
대창공업,' 12800,제1차금속산업,금속/비금속/화학업,1 ,2.89 ,2.10 ,2.55 ,1.25 ,2.10 ,1.70 ,12.59 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,0.50 ,7.45 ,1.33 ,1.70 ,0.92 ,3.95 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,2.10 ,2.55 ,6.15 ,0.50 ,2.00 ,0.98 ,1.73 ,0.70 ,5.91 ,0.80 ,0.55 ,0.38 ,0.26 ,1.00 ,,0.28 ,0.30 ,0.56 ,0.70 ,4.84 ,44.59 
한국공항,' 05430,여행창고업,비제조/서비스업,2 ,1.82 ,2.55 ,3.00 ,4.25 ,1.20 ,0.50 ,13.32 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,2.00 ,9.35 ,1.59 ,0.50 ,3.00 ,5.09 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.30 ,1.59 ,1.48 ,1.18 ,6.05 ,0.75 ,,0.32 ,0.26 ,,0.25 ,0.56 ,0.29 ,0.29 ,,2.71 ,44.58 
선도전기,' 07610,전기장비제조,전기전자/기계업,3 ,2.86 ,2.10 ,2.10 ,5.00 ,1.65 ,1.70 ,15.41 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.19 ,0.50 ,1.04 ,2.72 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,0.94 ,1.10 ,1.62 ,0.71 ,4.87 ,1.40 ,0.25 ,0.37 ,0.26 ,0.78 ,,0.62 ,0.30 ,0.39 ,0.40 ,4.76 ,44.57 
동원F&B,' 49770,음식료품제조업,식약/섬유/종이업,1 ,2.45 ,2.55 ,3.00 ,2.75 ,2.55 ,1.10 ,14.40 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,0.82 ,0.50 ,1.23 ,2.55 ,1.00 ,1.20 ,1.00 ,3.20 ,1.70 ,1.40 ,0.75 ,2.10 ,5.95 ,0.50 ,1.31 ,0.62 ,1.93 ,1.18 ,5.54 ,0.80 ,0.25 ,0.51 ,0.26 ,0.87 ,,0.33 ,0.28 ,0.46 ,0.40 ,4.16 ,44.56 
삼천리,' 04690,전기가스증기업,비제조/서비스업,1 ,2.91 ,2.55 ,3.00 ,4.25 ,2.55 ,1.70 ,16.96 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,0.95 ,0.50 ,1.15 ,2.60 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.13 ,1.27 ,1.06 ,5.95 ,1.20 ,,0.50 ,0.26 ,,0.25 ,0.66 ,0.27 ,0.56 ,,3.69 ,44.51 
유성기업,' 02920,자동차제조,전기전자/기계업,2 ,2.34 ,2.10 ,2.10 ,5.00 ,2.10 ,1.70 ,15.34 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,2.00 ,8.95 ,2.00 ,0.50 ,0.86 ,3.36 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,0.65 ,0.95 ,0.60 ,0.50 ,3.20 ,0.50 ,0.55 ,0.44 ,0.26 ,1.00 ,,0.32 ,0.28 ,0.35 ,0.55 ,4.25 ,44.50 
율촌화학,' 08730,고무제품제조,금속/비금속/화학업,1 ,1.78 ,2.10 ,2.10 ,4.25 ,1.65 ,1.70 ,13.58 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,1.67 ,0.80 ,1.39 ,3.87 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,1.55 ,0.93 ,0.75 ,0.56 ,4.30 ,1.10 ,0.55 ,0.51 ,0.26 ,1.00 ,,0.46 ,0.32 ,0.40 ,0.40 ,5.00 ,44.48 
동남합성,' 23450,화학제품제조업,금속/비금속/화학업,3 ,2.89 ,1.65 ,2.55 ,4.25 ,2.10 ,1.70 ,15.14 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,2.00 ,8.95 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.10 ,4.35 ,0.50 ,1.22 ,0.64 ,1.68 ,1.06 ,5.10 ,1.70 ,0.25 ,0.36 ,0.26 ,1.00 ,,0.29 ,0.31 ,0.50 ,0.55 ,5.22 ,44.45 
동양기전,' 13570,자동차제조,전기전자/기계업,2 ,2.92 ,2.55 ,2.55 ,5.00 ,2.10 ,1.70 ,16.82 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.36 ,0.50 ,0.77 ,2.63 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.85 ,0.88 ,0.69 ,4.93 ,0.50 ,0.55 ,0.77 ,0.26 ,0.54 ,,0.47 ,0.27 ,0.45 ,0.85 ,4.66 ,44.33 
금호산업,' 02990,종합건설업,비제조/서비스업,1 ,2.13 ,2.55 ,2.10 ,2.75 ,1.20 ,1.40 ,12.13 ,0.85 ,1.70 ,1.70 ,1.60 ,2.00 ,0.50 ,8.35 ,1.21 ,0.50 ,1.91 ,3.62 ,1.70 ,1.20 ,1.50 ,4.40 ,1.00 ,0.50 ,2.10 ,2.55 ,6.15 ,1.50 ,2.00 ,0.89 ,0.69 ,0.71 ,5.78 ,1.20 ,,0.60 ,0.25 ,,0.70 ,0.51 ,0.27 ,0.37 ,,3.90 ,44.33 
종근당,' 01630,화학제품제조업,식약/섬유/종이업,2 ,3.30 ,2.55 ,1.65 ,2.00 ,1.65 ,1.10 ,12.25 ,0.55 ,1.70 ,1.70 ,1.60 ,1.10 ,0.50 ,7.15 ,0.64 ,0.50 ,3.00 ,4.14 ,1.00 ,0.75 ,1.00 ,2.75 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.82 ,1.71 ,2.00 ,7.04 ,2.00 ,0.70 ,0.59 ,0.26 ,1.00 ,,0.48 ,0.28 ,0.47 ,0.40 ,6.18 ,44.30 
대원전선,' 06340,전기장비제조,전기전자/기계업,2 ,3.04 ,2.10 ,3.00 ,2.00 ,1.65 ,1.10 ,12.89 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,2.00 ,8.95 ,1.19 ,1.70 ,0.75 ,3.64 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.78 ,2.00 ,2.00 ,0.50 ,6.78 ,0.50 ,0.25 ,0.32 ,0.26 ,1.00 ,,0.25 ,0.25 ,0.70 ,0.40 ,3.93 ,44.25 
유니온,' 00910,비금속광물제조업,금속/비금속/화학업,3 ,2.34 ,2.10 ,2.55 ,2.75 ,1.65 ,1.70 ,13.09 ,0.85 ,1.70 ,0.50 ,2.00 ,0.50 ,2.00 ,7.55 ,1.65 ,0.50 ,0.82 ,2.97 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,1.40 ,1.65 ,2.10 ,6.15 ,0.50 ,2.00 ,1.02 ,1.50 ,0.73 ,5.75 ,1.40 ,0.55 ,0.29 ,0.26 ,1.00 ,,0.37 ,0.39 ,0.38 ,0.40 ,5.03 ,44.23 
동성제약,' 02210,화학제품제조업,식약/섬유/종이업,3 ,3.18 ,1.65 ,2.55 ,2.00 ,2.55 ,1.70 ,13.63 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,1.19 ,1.70 ,1.07 ,3.96 ,1.00 ,0.75 ,0.50 ,2.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.73 ,2.00 ,0.90 ,6.13 ,1.10 ,0.40 ,0.30 ,0.26 ,0.98 ,,0.30 ,0.39 ,0.53 ,0.40 ,4.66 ,44.19 
대한해운,' 05880,수상운송업,비제조/서비스업,1 ,3.18 ,2.55 ,2.55 ,4.25 ,2.55 ,1.40 ,16.48 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.19 ,0.50 ,0.94 ,2.63 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.72 ,1.19 ,0.50 ,0.50 ,4.41 ,0.75 ,,1.00 ,0.27 ,,0.85 ,0.76 ,0.26 ,0.85 ,,4.74 ,44.16 
E1,' 17940,도매업,비제조/서비스업,1 ,2.44 ,2.10 ,2.55 ,2.00 ,2.55 ,1.70 ,13.34 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,2.00 ,9.35 ,1.19 ,0.50 ,3.00 ,4.69 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.90 ,0.92 ,0.63 ,4.96 ,0.75 ,,0.61 ,0.26 ,,0.70 ,0.68 ,0.28 ,0.47 ,,3.74 ,44.12 
신원,' 09270,의복제조업,식약/섬유/종이업,1 ,3.70 ,2.55 ,2.55 ,1.25 ,1.65 ,1.40 ,13.10 ,0.55 ,1.70 ,1.70 ,1.60 ,2.00 ,1.50 ,9.05 ,0.84 ,0.50 ,2.02 ,3.37 ,1.00 ,1.20 ,0.50 ,2.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.91 ,2.00 ,2.00 ,7.41 ,0.80 ,0.25 ,0.25 ,0.26 ,0.41 ,,0.25 ,0.25 ,0.32 ,0.85 ,3.64 ,44.06 
일정실업,' 08500,섬유제품제조업,식약/섬유/종이업,3 ,2.23 ,1.65 ,3.00 ,2.75 ,2.55 ,1.10 ,13.28 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,2.00 ,9.35 ,0.66 ,0.50 ,3.00 ,4.16 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,0.71 ,0.82 ,1.09 ,0.50 ,3.63 ,1.40 ,0.25 ,0.38 ,0.26 ,1.00 ,,0.37 ,0.31 ,0.37 ,0.55 ,4.90 ,44.06 
삼영무역,' 02810,도매업,비제조/서비스업,2 ,2.35 ,1.20 ,2.55 ,5.00 ,1.65 ,1.70 ,14.45 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,1.19 ,1.70 ,0.85 ,3.74 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.65 ,1.39 ,1.26 ,0.52 ,5.32 ,0.75 ,,0.46 ,0.26 ,,0.55 ,0.78 ,0.27 ,0.65 ,,3.71 ,44.03 
LS전선,' 06260,전기장비제조,전기전자/기계업,1 ,2.85 ,2.55 ,1.20 ,2.75 ,1.20 ,1.70 ,12.25 ,0.85 ,1.70 ,1.70 ,2.00 ,1.50 ,1.50 ,9.25 ,1.38 ,0.80 ,0.90 ,3.08 ,1.00 ,1.20 ,0.50 ,2.70 ,1.00 ,1.40 ,1.65 ,2.55 ,6.60 ,1.50 ,0.50 ,0.50 ,0.89 ,0.76 ,4.16 ,1.40 ,0.90 ,0.50 ,0.26 ,1.00 ,,0.34 ,0.29 ,0.45 ,0.85 ,5.99 ,44.02 
평화산업,' 10770,자동차제조,전기전자/기계업,2 ,2.75 ,2.55 ,2.55 ,4.25 ,1.20 ,1.10 ,14.40 ,0.55 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.55 ,1.57 ,0.50 ,0.92 ,2.99 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,2.00 ,1.41 ,0.80 ,0.63 ,5.34 ,0.80 ,0.55 ,0.47 ,0.26 ,1.00 ,,0.32 ,0.27 ,0.41 ,0.70 ,4.79 ,44.02 
삼립식품,' 05610,음식료품제조업,식약/섬유/종이업,2 ,1.39 ,2.10 ,3.00 ,4.25 ,2.55 ,1.70 ,14.99 ,0.55 ,1.10 ,1.70 ,1.60 ,1.10 ,1.50 ,7.55 ,2.00 ,0.50 ,0.75 ,3.25 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,1.40 ,0.75 ,1.65 ,4.80 ,0.50 ,2.00 ,1.00 ,1.46 ,1.09 ,6.06 ,0.50 ,0.25 ,0.32 ,0.26 ,1.00 ,,0.25 ,0.30 ,0.40 ,0.40 ,3.68 ,44.02 
대동전자,' 08110,영상통신장비제조,전기전자/기계업,3 ,2.94 ,2.10 ,2.10 ,5.00 ,1.20 ,1.70 ,15.04 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,1.10 ,7.85 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,0.80 ,0.67 ,2.00 ,2.00 ,5.97 ,0.50 ,0.25 ,0.25 ,0.25 ,1.00 ,,0.30 ,0.25 ,0.31 ,0.85 ,3.97 ,44.02 
유니온스틸,' 03640,제1차금속산업,금속/비금속/화학업,1 ,1.42 ,2.55 ,2.55 ,2.75 ,1.65 ,1.40 ,12.32 ,0.55 ,1.10 ,1.70 ,2.00 ,1.10 ,0.50 ,6.95 ,2.00 ,0.50 ,3.00 ,5.50 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,1.50 ,2.00 ,1.25 ,0.54 ,0.50 ,5.79 ,0.50 ,0.25 ,0.53 ,0.26 ,1.00 ,,0.44 ,0.27 ,0.52 ,0.70 ,4.47 ,43.98 
삼화페인트공업,' 00390,화학제품제조업,금속/비금속/화학업,2 ,2.70 ,2.10 ,2.10 ,3.50 ,2.10 ,1.10 ,13.60 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.25 ,0.50 ,0.80 ,2.55 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,0.50 ,2.10 ,2.55 ,6.85 ,1.50 ,0.50 ,0.50 ,1.75 ,1.39 ,5.64 ,1.10 ,0.25 ,0.44 ,0.26 ,1.00 ,,0.35 ,0.32 ,0.42 ,0.25 ,4.40 ,43.98 
신영와코루,' 05800,의복제조업,식약/섬유/종이업,2 ,2.38 ,2.10 ,3.00 ,5.00 ,2.10 ,1.70 ,16.28 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,0.56 ,0.50 ,0.76 ,1.82 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.80 ,2.00 ,1.06 ,6.36 ,0.50 ,0.55 ,0.37 ,0.26 ,0.33 ,,0.41 ,0.27 ,0.52 ,0.40 ,3.62 ,43.97 
